address|lat|lon|state|district
Ukkali B.O|16.717635|75.888251|KARNATAKA|BIJAPUR
Subash Ganj Ashoknagar S.O|24.580038|77.727235|MADHYA PRADESH|ASHOKNAGAR
Badretha B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Hendaljuri B.O|22.654912|86.436444|JHARKHAND|PURBI SINGHBHUM
Gumdhawada B.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Saramba B.O|20.084172|76.224012|MAHARASHTRA|BULDANA
Tumbagi B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Shara B.O|33.776661|78.071556|JAMMU & KASHMIR|LEH(LADAKH)
Sarafa Khamgaon S.O|20.70453|76.563634|MAHARASHTRA|BULDANA
Hirachuni B.O|22.747957|86.340211|JHARKHAND|PURBI SINGHBHUM
Dharampur B.O|21.001439|85.22525|ODISHA|ANUGUL
Dolabedi Chhaka S.O|19.813382|85.831465|ODISHA|
Salunkwadi B.O|18.697058|76.551352|MAHARASHTRA|BID
Ahen B.O|27.6|78.05|UTTAR PRADESH|AGRA
Sao B.O|20.486292|76.230531|MAHARASHTRA|BULDANA
Saokhed Bhoi B.O|20.01273|76.007087|MAHARASHTRA|BULDANA
Saokhed Tejan B.O|19.957907|76.18417|MAHARASHTRA|BULDANA
Sharmatand B.O|24.47|85.6|JHARKHAND|KODARMA
Tonshyal B.O|16.651641|75.684807|KARNATAKA|BIJAPUR
Salegaon B.O|18.6681|76.056597|MAHARASHTRA|BID
Sakshas Pimpri B.O|19.099558|75.604112|MAHARASHTRA|BID
Agarwal Mandi S.O|28.952615|77.271764|UTTAR PRADESH|BAGHPAT
Sangrampur S.O (Buldhana)|20.532778|76.182778|MAHARASHTRA|BULDANA
Dubaipur B.O|19.813382|85.831465|ODISHA|
Torvi B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Dovar B.O|19.813382|85.831465|ODISHA|
Ahera B.O|28.92963|77.267095|UTTAR PRADESH|BAGHPAT
Saigaon B.O|18.66154|76.428108|MAHARASHTRA|BID
Alwalpur B.O|29.049014|77.266377|UTTAR PRADESH|BAGHPAT
Alsisar S.O|28.306724|75.287279|RAJASTHAN|JHUNJHUNU
Dhokuta B.O|20.844403|85.151082|ODISHA|ANUGUL
Tikota S.O|16.834342|75.64263|KARNATAKA|BIJAPUR
Tilgul B.O|16.679956|76.265291|KARNATAKA|BIJAPUR
Tiganibidari B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Sadola B.O|19.261898|76.210974|MAHARASHTRA|BID
Alipur B.O|28.226917|75.52949|RAJASTHAN|JHUNJHUNU
Indranagar S.O|22.804335|86.221884|JHARKHAND|PURBI SINGHBHUM
Dimiria B.O|21.412472|85.138861|ODISHA|ANUGUL
Saspol S.O|34.152586|77.577053|JAMMU & KASHMIR|LEH(LADAKH)
Sasapol B.O|34.152586|77.577053|JAMMU & KASHMIR|LEH(LADAKH)
Singhada B.O|24.445325|77.899604|MADHYA PRADESH|ASHOKNAGAR
Sakhali B.O|20.434902|76.22299|MAHARASHTRA|BULDANA
Sakhar Kherda S.O|20.202019|76.398642|MAHARASHTRA|BULDANA
Sakegaon B.O|20.792713|76.694328|MAHARASHTRA|BULDANA
Satgawan S.O|24.619081|85.918955|JHARKHAND|KODARMA
Erbang B.O|19.813382|85.831465|ODISHA|
Ruinalkol B.O|18.989089|75.760078|MAHARASHTRA|BID
Ruithal B.O|18.989089|75.760078|MAHARASHTRA|BID
Barai B.O|26.716873|77.52468|RAJASTHAN|DHAULPUR
Rui B.O|19.17764|75.882442|MAHARASHTRA|BID
Sagwan B.O|20.51406|76.16352|MAHARASHTRA|BULDANA
Jadugoda Mines S.O|22.674521|86.354272|JHARKHAND|PURBI SINGHBHUM
Sigon B.O|24.541639|77.933885|MADHYA PRADESH|ASHOKNAGAR
Rohatwadi B.O|18.870647|75.579603|MAHARASHTRA|BID
Sagoda B.O|20.913592|76.601556|MAHARASHTRA|BULDANA
Aminagar Sarai S.O|28.985265|77.393637|UTTAR PRADESH|BAGHPAT
Gabakunda S.O|19.813382|85.831465|ODISHA|
Hirapur B.O|21.283853|80.092601|MAHARASHTRA|GONDIYA
Indore G.P.O.|22.725707|75.866467|MADHYA PRADESH|INDORE
Hirdamali B.O|21.343352|80.197577|MAHARASHTRA|GONDIYA
Reoki B.O|18.989089|75.760078|MAHARASHTRA|BID
Durgapur B.O|21.116097|85.119409|ODISHA|ANUGUL
Shri Anandpur B.O|22.697196|75.872027|MADHYA PRADESH|ASHOKNAGAR
Sapahi B.O|24.47|85.6|JHARKHAND|KODARMA
Barauli S.O (Dholpur)|26.702518|77.893391|RAJASTHAN|DHAULPUR
Tenihalli B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Zaloora B.O|34.411264|74.373203|JAMMU & KASHMIR|BARAMULA
Zethan B.O|34.276918|74.318421|JAMMU & KASHMIR|BARAMULA
Jawaharnagar S.O (Rajauri)|33.365386|74.321354|JAMMU & KASHMIR|RAJOURI
Rudhana B.O|21.008098|76.614555|MAHARASHTRA|BULDANA
Barehmori B.O|26.76791|77.97672|RAJASTHAN|DHAULPUR
Ekagharia B.O|20.909042|85.155714|ODISHA|ANUGUL
Bari S.O|26.649816|77.617723|RAJASTHAN|DHAULPUR
Jamshola B.O|22.345884|86.687232|JHARKHAND|PURBI SINGHBHUM
Jamshedpur H.O|22.804567|86.202875|JHARKHAND|PURBI SINGHBHUM
Yal B.O|34.097006|74.557935|JAMMU & KASHMIR|BARAMULA
Asara B.O|29.24593|77.307813|UTTAR PRADESH|BAGHPAT
Rokdiya Nagar B.O|20.783703|76.686027|MAHARASHTRA|BULDANA
Asarfabad Thal B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Asalwas B.O|28.299321|75.870824|RAJASTHAN|JHUNJHUNU
Rohana B.O|20.645081|76.474383|MAHARASHTRA|BULDANA
Rohinkhed B.O|20.629722|76.129444|MAHARASHTRA|BULDANA
Ahmadpur B.O|27.11156|81.264273|UTTAR PRADESH|BARA BANKI
Jhanger B.O|33.378645|74.288005|JAMMU & KASHMIR|RAJOURI
Bazariya Dholpur S.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Telgi S.O|16.476389|75.81272|KARNATAKA|BIJAPUR
Cuttack G.P.O.|20.462521|85.88299|ODISHA|CUTTACK
Jarapal B.O|22.356089|86.65859|JHARKHAND|PURBI SINGHBHUM
Ranjani B.O|19.168114|74.903339|MAHARASHTRA|BID
Wagoora B.O|34.173747|74.432528|JAMMU & KASHMIR|BARAMULA
Basai Ghiyaram B.O|26.834698|78.147892|RAJASTHAN|DHAULPUR
Wail Kralpora B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Shadora S.O|24.621277|77.592684|MADHYA PRADESH|ASHOKNAGAR
Ardawata S.O|28.186654|75.630992|RAJASTHAN|JHUNJHUNU
Addra B.O|26.965166|81.495172|UTTAR PRADESH|BARA BANKI
Wampora B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Wanigam B.O|34.166102|74.522959|JAMMU & KASHMIR|BARAMULA
Basainadang B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Basaineem B.O|26.646168|77.876744|RAJASTHAN|DHAULPUR
Basai Samanta B.O|26.714007|77.822433|RAJASTHAN|DHAULPUR
Basai Nabab S.O|26.903197|77.780967|RAJASTHAN|DHAULPUR
Tangadgi S.O|16.22221|76.094301|KARNATAKA|BIJAPUR
Sakti B.O|33.99783|77.816715|JAMMU & KASHMIR|LEH(LADAKH)
Warpora B.O|34.092682|74.418854|JAMMU & KASHMIR|BARAMULA
Baseri S.O|26.74842|77.543436|RAJASTHAN|DHAULPUR
Watlab B.O|34.368109|74.516128|JAMMU & KASHMIR|BARAMULA
Watergam B.O|34.317627|74.37139|JAMMU & KASHMIR|BARAMULA
Watpora B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Achhechha B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Garhmrugasira B.O|19.813382|85.831465|ODISHA|
Garhkokala B.O|19.813382|85.831465|ODISHA|
Rampuri B.O|19.303964|75.983333|MAHARASHTRA|BID
Garhchandrapur B.O|19.813382|85.831465|ODISHA|
Garhbhingura B.O|19.813382|85.831465|ODISHA|
Garharmala B.O|19.813382|85.831465|ODISHA|
Garhbalabhadrapur B.O|19.813382|85.831465|ODISHA|
Garhbadaput B.O|19.813382|85.831465|ODISHA|
Talikoti S.O|16.832426|75.715289|KARNATAKA|BIJAPUR
Talewad B.O|16.567651|75.801096|KARNATAKA|BIJAPUR
Bhubaneswar G.P.O.|20.296059|85.82454|ODISHA|KHORDHA
Semrahat B.O|24.461248|77.559076|MADHYA PRADESH|ASHOKNAGAR
Aliabad S.O|26.848206|81.640496|UTTAR PRADESH|BARA BANKI
Tamba S.O|16.997434|75.994216|KARNATAKA|BIJAPUR
Seji B.O|24.633093|77.518946|MADHYA PRADESH|ASHOKNAGAR
Sehrai S.O|24.565096|77.97101|MADHYA PRADESH|ASHOKNAGAR
Ajoli Malli B.O|29.589241|79.646666|UTTARAKHAND|
Azampur Mulsam B.O|29.166755|77.421428|UTTAR PRADESH|BAGHPAT
Jhantijharna B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Wadoora B.O|34.34354|74.400425|JAMMU & KASHMIR|BARAMULA
Taddewadi B.O|17.36166|75.777846|KARNATAKA|BIJAPUR
Airari Bisht B.O|29.589241|79.646666|UTTARAKHAND|
Rakshas Bhuwan Tamba B.O|18.989089|75.760078|MAHARASHTRA|BID
Aina B.O|29.710786|79.505538|UTTARAKHAND|
Akhtiyarpur  Sharifabad B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Gaham B.O|21.125684|85.142751|ODISHA|ANUGUL
Akhtiyarpur B.O|26.775349|81.819704|UTTAR PRADESH|BARA BANKI
Takkalki B.O|16.883249|75.561148|KARNATAKA|BIJAPUR
Aihar B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Audhapur B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Gandamala B.O|21.211099|85.063609|ODISHA|ANUGUL
Rakashasbhuwan Shani B.O|18.989089|75.760078|MAHARASHTRA|BID
Rajuri Navgan S.O|18.977513|75.896237|MAHARASHTRA|BID
Prat B.O|33.584522|74.267817|JAMMU & KASHMIR|PUNCH
Rajegaon B.O|19.237787|76.086326|MAHARASHTRA|BID
Badarkha B.O|29.192036|77.156425|UTTAR PRADESH|BAGHPAT
Badbar B.O|28.23608|75.854897|RAJASTHAN|JHUNJHUNU
Rajewadi B.O|19.054551|76.142867|MAHARASHTRA|BID
Badangarh B.O|28.291999|75.559693|RAJASTHAN|JHUNJHUNU
Zakatkhana B.O|31.280513|76.713267|HIMACHAL PRADESH|BILASPUR
Saboo B.O|34.132881|77.633566|JAMMU & KASHMIR|LEH(LADAKH)
Surgihalli B.O|17.012681|76.068199|KARNATAKA|BIJAPUR
Badalwas B.O|27.945332|75.882442|RAJASTHAN|JHUNJHUNU
Badsari Ka Bas B.O|28.215793|75.76731|RAJASTHAN|JHUNJHUNU
Jorsiya B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Joypura B.O|22.585648|86.824544|JHARKHAND|PURBI SINGHBHUM
Poonch Fort B.O|33.76766|74.090039|JAMMU & KASHMIR|PUNCH
Poonch S.O|33.771712|74.094631|JAMMU & KASHMIR|PUNCH
Raj Pimpri B.O|19.055168|76.070012|MAHARASHTRA|BID
Badet B.O|28.367786|75.167671|RAJASTHAN|JHUNJHUNU
Ambaur B.O|26.879914|81.414162|UTTAR PRADESH|BARA BANKI
Raimoha B.O|18.992392|75.50292|MAHARASHTRA|BID
Garh Taras B.O|20.844403|85.151082|ODISHA|ANUGUL
Garh Santiri B.O|20.844403|85.151082|ODISHA|ANUGUL
Jugsalai S.O|22.769444|86.180278|JHARKHAND|PURBI SINGHBHUM
Amahia B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Juri B.O|22.619107|86.172633|JHARKHAND|PURBI SINGHBHUM
Almora Court S.O|29.589511|79.643608|UTTARAKHAND|
Almora H.O|29.589241|79.646666|UTTARAKHAND|
Almora College ED B.O|29.589241|79.646666|UTTARAKHAND|
Almiankande B.O|29.589241|79.646666|UTTARAKHAND|
Saraskhedi B.O|24.743046|77.788118|MADHYA PRADESH|ASHOKNAGAR
Radi B.O|18.668921|76.3999|MAHARASHTRA|BID
Sungthan B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Rajur B.O|20.60347|76.176767|MAHARASHTRA|BULDANA
Bharli B.O|26.808577|77.513212|RAJASTHAN|DHAULPUR
Amarpali B.O|21.021916|84.070917|ODISHA|SAMBALPUR
Kakora B.O|33.406468|74.305955|JAMMU & KASHMIR|RAJOURI
Sardar Patel School B.O|28.601832|77.188614|DELHI|SOUTH WEST
Bahadurwas B.O|28.017022|75.206335|RAJASTHAN|JHUNJHUNU
Kalakas B.O|33.378645|74.288005|JAMMU & KASHMIR|RAJOURI
Kalakot S.O|33.217061|74.418854|JAMMU & KASHMIR|RAJOURI
Amyari B.O|29.671798|79.385271|UTTARAKHAND|
Rajegaon B.O|20.117807|76.438955|MAHARASHTRA|BULDANA
Kadma S.O|22.805833|86.165833|JHARKHAND|PURBI SINGHBHUM
Purshottampuri B.O|18.989089|75.760078|MAHARASHTRA|BID
Ghantapada B.O|20.932249|85.188109|ODISHA|ANUGUL
Bagar S.O|28.18|75.5|RAJASTHAN|JHUNJHUNU
Kaima B.O|22.176534|86.835839|JHARKHAND|PURBI SINGHBHUM
Kaimi B.O|22.247651|86.705793|JHARKHAND|PURBI SINGHBHUM
Raipur B.O|20.256067|76.528591|MAHARASHTRA|BULDANA
Bagora B.O|27.703561|75.492728|RAJASTHAN|JHUNJHUNU
Bagor B.O|27.984653|75.792378|RAJASTHAN|JHUNJHUNU
Bagoli B.O|27.770756|75.680445|RAJASTHAN|JHUNJHUNU
Amdhar B.O|29.725848|79.161908|UTTARAKHAND|
Amoli Kalan B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Amraigaon B.O|27.145843|81.370188|UTTAR PRADESH|BARA BANKI
Baghpat Sugar Mill B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Baghpat S.O|28.94|77.22|UTTAR PRADESH|BAGHPAT
Raheri BK B.O|19.988512|76.276875|MAHARASHTRA|BULDANA
Gualigorada B.O|19.813382|85.831465|ODISHA|
Zabu B.O|22.671136|74.179777|GUJARAT|DOHAD
Zab B.O|22.44652|73.765437|GUJARAT|DOHAD
Bali B.O|28.970623|77.288048|UTTAR PRADESH|BAGHPAT
Baleni S.O|28.953077|77.453704|UTTAR PRADESH|BAGHPAT
Ghosar B.O|20.952615|84.484195|ODISHA|ANUGUL
Kalsian B.O|33.177201|74.141613|JAMMU & KASHMIR|RAJOURI
Somanal B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Somjal B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Yaripora S.O|33.724008|75.017854|JAMMU & KASHMIR|ANANTNAG
Anuli B.O|29.499198|79.730172|UTTARAKHAND|
Samalkha B.O|28.544148|77.115981|DELHI|SOUTH WEST
Kalapathar B.O|22.3997|86.754208|JHARKHAND|PURBI SINGHBHUM
Ushukura B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Bakara B.O|28.051946|75.402423|RAJASTHAN|JHUNJHUNU
Anwari B.O|27.001501|81.023015|UTTAR PRADESH|BARA BANKI
Bajisar B.O|28.058499|75.140905|RAJASTHAN|JHUNJHUNU
Gobara B.O|20.907152|85.141454|ODISHA|ANUGUL
Bajawa B.O|28.320512|75.469745|RAJASTHAN|JHUNJHUNU
Andoli B.O|29.504838|79.803058|UTTARAKHAND|
Kalikapur B.O|22.610056|86.294563|JHARKHAND|PURBI SINGHBHUM
Kalidaspur B.O|22.512713|86.74918|JHARKHAND|PURBI SINGHBHUM
Golabandha B.O|20.851074|84.999954|ODISHA|ANUGUL
Zanipora B.O|33.776319|75.005476|JAMMU & KASHMIR|ANANTNAG
Balaria B.O|27.909816|75.247932|RAJASTHAN|JHUNJHUNU
Bhesena B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Kalimati Market S.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Pothra B.O|18.720554|75.792378|MAHARASHTRA|BID
Ansari B.O|26.58455|81.36469|UTTAR PRADESH|BARA BANKI
Wachi B.O|33.805441|75.033924|JAMMU & KASHMIR|ANANTNAG
Bichhia B.O|26.655804|77.85388|RAJASTHAN|DHAULPUR
Kandi B.O|33.39126|74.528751|JAMMU & KASHMIR|RAJOURI
Poos B.O|18.739098|76.494623|MAHARASHTRA|BID
Ashrafpur B.O|26.683914|81.291797|UTTAR PRADESH|BARA BANKI
Bijholi B.O|26.526918|77.40995|RAJASTHAN|DHAULPUR
Gopalprasad B.O|20.971017|85.036337|ODISHA|ANUGUL
Kangri S.O|33.008532|74.364612|JAMMU & KASHMIR|RAJOURI
Asgoli ED B.O|17.466571|73.204275|UTTARAKHAND|
Kamalpur B.O|22.745078|86.153555|JHARKHAND|PURBI SINGHBHUM
Atahara B.O|27.160781|81.050625|UTTAR PRADESH|BARA BANKI
Bangothari B.O|28.464289|75.640448|RAJASTHAN|JHUNJHUNU
Uri S.O|34.088117|74.033985|JAMMU & KASHMIR|BARAMULA
Bamnauli S.O|29.145628|77.349671|UTTAR PRADESH|BAGHPAT
Gotamara B.O|20.858918|85.202159|ODISHA|ANUGUL
Bamlas B.O|27.910856|75.561876|RAJASTHAN|JHUNJHUNU
Pohner B.O|19.098619|76.399177|MAHARASHTRA|BID
Asandra S.O|26.700022|81.436139|UTTAR PRADESH|BARA BANKI
Aseni B.O|26.888568|81.14098|UTTAR PRADESH|BARA BANKI
Sindgi S.O|16.826899|75.741511|KARNATAKA|BIJAPUR
Wasoora B.O|33.834629|74.980785|JAMMU & KASHMIR|ANANTNAG
Bamanwas B.O|28.193168|75.978254|RAJASTHAN|JHUNJHUNU
Wangund B.O|33.577409|75.182992|JAMMU & KASHMIR|ANANTNAG
Pipmarkhed B.O|18.946111|75.020225|MAHARASHTRA|BID
Waghama B.O|33.827926|75.088897|JAMMU & KASHMIR|ANANTNAG
Kachewani B.O|21.430024|79.981441|MAHARASHTRA|GONDIYA
Barau B.O|27.978033|75.702257|RAJASTHAN|JHUNJHUNU
Barawad B.O|29.074807|77.326699|UTTAR PRADESH|BAGHPAT
Baraut H.O|29.09989|77.260615|UTTAR PRADESH|BAGHPAT
Hantuka B.O|19.813382|85.831465|ODISHA|
Agampur B.O|31.238084|76.481667|PUNJAB|RUPNAGAR
Pimpri BK B.O|19.030475|76.392667|MAHARASHTRA|BID
Kadikasa B.O|20.867267|80.438215|MAHARASHTRA|GONDIYA
Pimpalgaon Dhas B.O|18.93406|75.553871|MAHARASHTRA|BID
Pimpalgaon Ghat B.O|19.090915|74.950103|MAHARASHTRA|BID
Pophali B.O|20.721845|76.114599|MAHARASHTRA|BULDANA
Pimpalwandi S.O (Beed)|18.989089|75.760078|MAHARASHTRA|BID
Ayarpani B.O|29.589241|79.646666|UTTARAKHAND|
Pimpla Dhaiguda B.O|18.738195|76.44257|MAHARASHTRA|BID
Pimpla B.O|18.925858|74.915031|MAHARASHTRA|BID
Poraj B.O|20.672316|76.449801|MAHARASHTRA|BULDANA
Pimpalgoan Gadhe B.O|18.975374|76.445121|MAHARASHTRA|BID
Pimpalwadi B.O|18.923772|75.685898|MAHARASHTRA|BID
Pimpalner B.O|19.061448|75.957936|MAHARASHTRA|BID
Trikanjan B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Biloni B.O|26.734063|77.769525|RAJASTHAN|DHAULPUR
Baoli S.O|29.140266|77.278336|UTTAR PRADESH|BAGHPAT
Phulsangvi B.O|19.08735|75.625627|MAHARASHTRA|BID
Bansiyal B.O|27.976101|75.847585|RAJASTHAN|JHUNJHUNU
Tujar B.O|34.377922|74.40102|JAMMU & KASHMIR|BARAMULA
Band Abdulhamipur B.O|27.6|78.05|UTTAR PRADESH|AGRA
Virol B.O|22.648605|73.844847|GUJARAT|DOHAD
Phulepimpalgoan B.O|19.187794|76.178736|MAHARASHTRA|BID
Baragaon B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Baragaon (Jhunjhunu)S.O|28.021418|75.500905|RAJASTHAN|JHUNJHUNU
Siddapur Ds B.O|14.341001|74.889984|KARNATAKA|BIJAPUR
Siddapur B.O|16.886649|75.563127|KARNATAKA|BIJAPUR
Siddanath B.O|16.989474|75.416992|KARNATAKA|BIJAPUR
Verinaag S.O|33.616067|75.181267|JAMMU & KASHMIR|ANANTNAG
Vessu B.O|33.670462|75.127539|JAMMU & KASHMIR|ANANTNAG
Barwasi B.O|27.892344|75.342675|RAJASTHAN|JHUNJHUNU
Bas Ghasiram B.O|28.281343|75.303317|RAJASTHAN|JHUNJHUNU
Kantaboni B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Shirbur B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Barwa B.O|27.743993|75.361622|RAJASTHAN|JHUNJHUNU
Shirakanhalli B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Shiradon B.O|17.371224|75.591709|KARNATAKA|BIJAPUR
Badiyar B.O|29.495115|79.985708|UTTARAKHAND|
Gurujang B.O|20.99028|84.547117|ODISHA|ANUGUL
Barwala B.O|29.162646|77.250436|UTTAR PRADESH|BAGHPAT
Boreilly B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Ved B.O|22.647633|74.02634|GUJARAT|DOHAD
Baghaura B.O|26.866551|81.386681|UTTAR PRADESH|BARA BANKI
Shivapur B.O|16.3941|76.300042|KARNATAKA|BIJAPUR
Shivangi S.O|17.311809|75.568425|KARNATAKA|BIJAPUR
Bassi B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Bothpura B.O|26.877031|77.896747|RAJASTHAN|DHAULPUR
Badosarai B.O|27.01695|81.45811|UTTAR PRADESH|BARA BANKI
Rijoda B.O|24.909512|78.002413|MADHYA PRADESH|ASHOKNAGAR
Basawa B.O|27.771429|75.323726|RAJASTHAN|JHUNJHUNU
Karaduba B.O|22.638826|86.586754|JHARKHAND|PURBI SINGHBHUM
Shirshyad B.O|17.076692|76.106625|KARNATAKA|BIJAPUR
Badshahnagar B.O|26.859976|81.666515|UTTAR PRADESH|BARA BANKI
Varod B.O|23.037218|74.132805|GUJARAT|DOHAD
Basauli B.O|29.179966|77.26063|UTTAR PRADESH|BAGHPAT
Basaudh B.O|28.98428|77.322391|UTTAR PRADESH|BAGHPAT
Shanti Kutir B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Karandih B.O|22.755033|86.196788|JHARKHAND|PURBI SINGHBHUM
Baddoopur B.O|27.216784|81.105816|UTTAR PRADESH|BARA BANKI
Barka B.O|29.072841|77.273809|UTTAR PRADESH|BAGHPAT
Hakimpada S.O|20.829866|85.106932|ODISHA|ANUGUL
Pimpalgaon Sarai B.O|20.369522|76.110975|MAHARASHTRA|BULDANA
Pimpalgaon Unda B.O|20.532778|76.182778|MAHARASHTRA|BULDANA
Velpura B.O|23.108122|74.118123|GUJARAT|DOHAD
Renjha B.O|24.709192|77.55621|MADHYA PRADESH|ASHOKNAGAR
Pimpri Deshmukh B.O|20.776454|76.479082|MAHARASHTRA|BULDANA
Pimpri Gaoli B.O|18.629781|73.799709|MAHARASHTRA|BULDANA
Pimpri Gawali B.O|20.749121|76.145041|MAHARASHTRA|BULDANA
Pimpri Khandare B.O|20.019543|76.41292|MAHARASHTRA|BULDANA
Pimpri Mali B.O|20.200155|76.607333|MAHARASHTRA|BULDANA
Handidhua B.O|20.94222|85.199119|ODISHA|ANUGUL
Kalimati B.O|21.465856|80.535511|MAHARASHTRA|GONDIYA
Handapa B.O|20.953138|84.688443|ODISHA|ANUGUL
Baburi Gaon B.O|26.710497|81.513009|UTTAR PRADESH|BARA BANKI
Baburiha B.O|26.659437|81.429959|UTTAR PRADESH|BARA BANKI
Veeri B.O|33.771974|75.142134|JAMMU & KASHMIR|ANANTNAG
Pimpalgaon Kale S.O|20.982957|76.437509|MAHARASHTRA|BULDANA
Pimpalgaon Nath B.O|20.654866|76.331889|MAHARASHTRA|BULDANA
Pimpalgaon Raja S.O|20.723146|76.437509|MAHARASHTRA|BULDANA
Pimpalgaon BK B.O|20.025069|76.172215|MAHARASHTRA|BULDANA
Pimpalgaon Devi B.O|20.766544|76.024322|MAHARASHTRA|BULDANA
Hamamira B.O|20.70713|85.110329|ODISHA|ANUGUL
Shegunshi B.O|16.5716|75.0535|KARNATAKA|BIJAPUR
Barnawa B.O|29.115|77.428611|UTTAR PRADESH|BAGHPAT
Begmabad Garhi B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Bainskhet B.O|29.643362|79.432182|UTTARAKHAND|
Badkarle B.O|21.080576|83.680051|ODISHA|SAMBALPUR
Valagota B.O|22.944128|73.903649|GUJARAT|DOHAD
Pattiwadgaon B.O|18.6867|76.609139|MAHARASHTRA|BID
Tilgam B.O|34.151422|74.4848|JAMMU & KASHMIR|BARAMULA
Vadvas B.O|23.273359|74.035888|GUJARAT|DOHAD
Vadva B.O|22.721519|74.162163|GUJARAT|DOHAD
Aduana B.O|31.124275|76.115594|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Patoda B.O|18.878864|75.626628|MAHARASHTRA|BID
Patoda S.O (Beed)|18.934402|75.628512|MAHARASHTRA|BID
Bajgahni B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Badbhainro B.O|20.719954|83.717257|ODISHA|SAMBALPUR
Patsara B.O|18.999932|75.25374|MAHARASHTRA|BID
Ratikheda B.O|24.596195|77.659787|MADHYA PRADESH|ASHOKNAGAR
Peth B.O|20.375596|76.332613|MAHARASHTRA|BULDANA
Babupali B.O|20.873685|83.865857|ODISHA|SAMBALPUR
Raosar B.O|23.258669|77.42617|MADHYA PRADESH|ASHOKNAGAR
Bahramghat S.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Bahrauli B.O|27.035887|81.058906|UTTAR PRADESH|BARA BANKI
Bagwalipokhar S.O|29.73276|79.476013|UTTARAKHAND|
Bagswar B.O|29.589241|79.646666|UTTARAKHAND|
Pathrood B.O|19.094171|76.214596|MAHARASHTRA|BID
Derabassi S.O|30.602914|76.840838|PUNJAB|CHANDIGARH
Palera B.O|33.771712|74.094631|JAMMU & KASHMIR|PUNCH
Bazidpur B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Vangad B.O|23.229475|74.059387|GUJARAT|DOHAD
Kamtha B.O|21.496186|80.293452|MAHARASHTRA|GONDIYA
Bay B.O|27.864352|75.335388|RAJASTHAN|JHUNJHUNU
Kasmar B.O|22.44386|86.379486|JHARKHAND|PURBI SINGHBHUM
Basamaroo B.O|27.6|78.05|UTTAR PRADESH|AGRA
Basai Babas B.O|27.6|78.05|UTTAR PRADESH|AGRA
Dhakaoli S.O|30.654352|76.84519|PUNJAB|CHANDIGARH
Baidyanath B.O|20.834063|83.795582|ODISHA|SAMBALPUR
Beri B.O|28.492242|75.628083|RAJASTHAN|JHUNJHUNU
Balta B.O|29.62583|79.681082|UTTARAKHAND|
Savalsang B.O|17.115893|75.731334|KARNATAKA|BIJAPUR
Berla B.O|28.295653|75.835965|RAJASTHAN|JHUNJHUNU
Hensamul B.O|20.962402|85.150529|ODISHA|ANUGUL
Baldhoti S.O|29.614591|79.665647|UTTARAKHAND|
Devinagar B.O|30.409117|76.753851|PUNJAB|CHANDIGARH
Parli Vaijinath S.O|18.845317|76.519846|MAHARASHTRA|BID
Parli Tps S.O|18.852703|76.524075|MAHARASHTRA|BID
